skill_path,current_state,recommended_level,reasoning,blast_radius,complexity,autonomy_assumed,estimated_time,next_steps
.claude/skills/subagent-driven-development/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 122 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,full-autonomous,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/subagent-orchestration/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 223 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,human-required,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is human-required. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/subscription-audit/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 129 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/supabase-backend/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 226 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/systematic-debugging/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 155 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/tailwind-advanced-patterns/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 208 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/team-styleguide/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 294 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/tech-spec/SKILL.md,Has 2 of 9 intent-spec sections present. Approximately 273 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,guarded-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=guarded-autonomous to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/technical-writing/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 334 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/ticket-batch/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 125 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/time-management/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 257 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/troubleshooting-guide/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 108 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/ux-design-guidelines/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 343 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,human-required,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=human-required to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/vault-architecture/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 225 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/vault-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 290 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,human-required,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/vault-read-write/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 221 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/verification-before-completion/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 112 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/verification-loops/SKILL.md,Has 1 of 9 intent-spec sections present. Approximately 201 lines of content; complexity is autonomous-loop; blast radius is low.,L2-structured,"Autonomous-loop skill with low blast radius — Level 2 is the minimum safe upgrade (adds Health Metrics, Decision Authority assignments, and Edge Cases). Going straight to L3 may be needed if blast radius rises later, but L2 captures the safety-critical layers without a full rewrite.",low,autonomous-loop,full-autonomous,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is full-autonomous. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/video-animation-production/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 141 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/visual-polish-checklist/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 196 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/work-operating-model/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 132 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/writing-voice-modes/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 255 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,guarded-autonomous,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is guarded-autonomous. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/zapier-chrome-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 259 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/zapier-mcp-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 208 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
